subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
ET_02,other,12.700000000000001,0.18584,0.35279,0.92732,-2.038,18.579,-0.376,True
ET_02,other,12.71,0.26192,0.35739,0.94989,8.744,15.347,4.411,True
ET_02,other,12.72,0.35454,0.28574,0.98024,19.669,10.337,9.069,True
ET_02,other,12.73,0.37026,0.27477,0.98345,23.223,2.975,12.958,True
ET_02,other,12.74,0.36726,0.18148,0.95748,23.547,-5.651,10.819,True
ET_02,other,12.75,0.35388,0.09739,0.96625,17.155,-10.979,8.441,True
ET_02,other,12.76,0.23202,0.10444,0.95627,4.682,-18.233,3.51,True
ET_02,other,12.77,0.16696,0.08533,0.89773,-5.525,-16.68,-1.801,True
ET_02,other,12.780000000000001,0.06113,0.134,0.88939,-16.606,-11.527,-8.056,True
ET_02,other,12.790000000000001,0.01477,0.17241,0.87101,-21.987,-4.493,-10.644,True
ET_02,other,12.8,0.01356,0.24347,0.83477,-22.616,2.264,-13.877,True
ET_02,other,12.81,0.04733,0.30442,0.87286,-19.629,10.201,-9.89,True
ET_02,other,12.82,0.12588,0.34979,0.91791,-10.306,15.937,-3.698,True
ET_02,other,12.83,0.18241,0.34582,0.93888,3.37,18.614,0.071,True
ET_02,other,12.84,0.28467,0.34895,0.96147,12.034,15.688,5.989,True
ET_02,other,12.85,0.33297,0.27766,0.98328,20.065,10.031,9.51,True
ET_02,other,12.86,0.36092,0.24982,1.00191,22.736,1.454,11.996,True
ET_02,other,12.870000000000001,0.34345,0.16243,1.01543,20.081,-7.37,11.5,True
ET_02,other,12.88,0.29423,0.09388,0.96741,14.473,-13.577,7.595,True
ET_02,other,12.89,0.18529,0.11245,0.9397,2.849,-17.022,-1.024,True
ET_02,other,12.9,0.12506,0.13535,0.89183,-8.984,-15.965,-5.085,True
ET_02,other,12.91,0.07664,0.13533,0.87558,-18.694,-10.651,-9.273,True
ET_02,other,12.92,0.03628,0.21289,0.88391,-21.954,-3.413,-12.398,True
ET_02,other,12.93,0.06052,0.24875,0.90632,-21.982,3.449,-12.083,True
ET_02,other,12.94,0.07105,0.31412,0.89129,-15.705,10.4,-7.733,True
ET_02,other,12.950000000000001,0.15879,0.34927,0.90669,-6.585,16.071,-4.397,True
ET_02,other,12.96,0.24533,0.33244,0.95398,5.012,15.852,2.94,True
ET_02,other,12.97,0.30634,0.32396,0.95762,13.813,12.011,8.674,True
ET_02,other,12.98,0.33152,0.27369,0.97198,19.965,5.825,11.471,True
ET_02,other,12.99,0.34499,0.22553,0.97351,22.861,-2.753,11.158,True
ET_02,other,13.0,0.336,0.16007,0.96532,17.954,-9.558,7.736,True
ET_02,other,13.01,0.26798,0.12053,0.93475,8.801,-15.634,4.978,True
ET_02,other,13.02,0.17093,0.0972,0.90313,-1.93,-16.902,-0.622,True
ET_02,other,13.030000000000001,0.11761,0.11901,0.86497,-12.113,-14.285,-5.597,True
ET_02,other,13.040000000000001,0.08682,0.14837,0.9037,-19.411,-8.624,-9.166,True
ET_02,other,13.05,0.01823,0.23547,0.88137,-21.083,-1.588,-11.465,True
ET_02,other,13.06,0.05594,0.28097,0.86289,-19.321,7.706,-10.868,True
ET_02,other,13.07,0.10667,0.31202,0.89308,-13.86,13.981,-5.63,True
ET_02,other,13.08,0.18933,0.32376,0.92377,-3.311,16.405,-1.824,True
ET_02,other,13.09,0.23277,0.32761,0.96396,9.58,15.328,2.951,True
ET_02,other,13.1,0.30564,0.29344,0.98554,16.395,11.972,7.647,True
ET_02,other,13.11,0.33135,0.27316,0.98965,21.162,4.238,11.661,True
ET_02,other,13.120000000000001,0.34975,0.2031,1.00179,21.814,-3.32,8.61,True
ET_02,other,13.13,0.32,0.1408,0.96787,14.596,-9.497,7.127,True
ET_02,other,13.14,0.24838,0.11426,0.94928,6.239,-16.515,4.635,True
ET_02,other,13.15,0.16369,0.10685,0.93366,-4.608,-17.03,-3.157,True
ET_02,other,13.16,0.10051,0.13615,0.8939,-13.167,-10.62,-5.888,True
ET_02,other,13.17,0.07068,0.17255,0.86074,-19.17,-5.923,-10.273,True
ET_02,other,13.18,0.02903,0.23154,0.86744,-21.025,0.828,-11.243,True
ET_02,other,13.19,0.08289,0.29942,0.87001,-16.494,9.274,-10.531,True
ET_02,other,13.200000000000001,0.10348,0.31911,0.908,-11.176,14.949,-5.727,True
ET_02,other,13.21,0.17735,0.30236,0.9116,0.714,15.598,0.998,True
ET_02,other,13.22,0.28864,0.27759,0.93565,9.757,14.433,4.421,True
ET_02,other,13.23,0.30706,0.30835,0.96104,18.22,7.888,8.417,True
ET_02,other,13.24,0.34403,0.21128,1.00296,20.146,2.341,9.851,True
ET_02,other,13.25,0.34819,0.16207,1.01619,19.083,-7.266,9.663,True
ET_02,other,13.26,0.27243,0.15101,0.97643,14.217,-12.302,4.309,True
ET_02,other,13.27,0.21051,0.12418,0.93454,4.195,-14.582,2.333,True
ET_02,other,13.280000000000001,0.17104,0.0919,0.94683,-7.096,-14.302,-2.556,True
ET_02,other,13.290000000000001,0.09593,0.14829,0.86717,-15.517,-9.663,-8.646,True
ET_02,other,13.3,0.03968,0.18369,0.86457,-20.326,-3.818,-9.274,True
ET_02,other,13.31,0.06622,0.21668,0.86766,-21.051,3.328,-9.402,True
ET_02,other,13.32,0.05084,0.30852,0.88875,-15.59,9.04,-8.65,True
ET_02,other,13.33,0.14071,0.29579,0.91336,-8.157,13.731,-2.993,True
ET_02,other,13.34,0.21407,0.30631,0.95381,3.222,15.125,1.888,True
ET_02,other,13.35,0.28638,0.31933,0.98909,13.264,12.178,5.139,True
ET_02,other,13.36,0.33741,0.26752,0.98204,19.049,4.607,9.849,True
ET_02,other,13.370000000000001,0.32399,0.2222,0.99481,20.239,-1.123,9.706,True
ET_02,other,13.38,0.31192,0.14618,0.96016,17.932,-7.259,7.203,True
ET_02,other,13.39,0.25789,0.12725,0.93285,9.178,-13.402,5.103,True
ET_02,other,13.4,0.20177,0.12876,0.92414,0.888,-15.176,0.226,True
ET_02,other,13.41,0.12958,0.10669,0.91823,-9.388,-13.172,-3.492,True
ET_02,other,13.42,0.04961,0.15305,0.90143,-17.241,-8.125,-8.761,True
ET_02,other,13.43,0.04901,0.22039,0.87437,-19.086,-2.167,-9.498,True
ET_02,other,13.44,0.03763,0.24414,0.86757,-18.54,4.133,-8.894,True
ET_02,other,13.450000000000001,0.11612,0.30737,0.91927,-13.799,10.891,-7.402,True
ET_02,other,13.46,0.17973,0.32849,0.9236,-4.652,16.115,-1.465,True
ET_02,other,13.47,0.25872,0.35679,0.95383,5.37,14.203,2.595,True
ET_02,other,13.48,0.29178,0.3117,0.9545,15.152,11.442,7.45,True
ET_02,other,13.49,0.34669,0.24999,1.01794,19.45,3.493,10.737,True
ET_02,other,13.5,0.3412,0.21858,0.96999,20.089,-4.165,10.097,True
ET_02,other,13.51,0.29443,0.15069,0.96847,15.61,-10.151,7.061,True
ET_02,other,13.52,0.26744,0.11898,0.95571,7.145,-13.148,3.719,True
ET_02,other,13.530000000000001,0.1873,0.10275,0.91829,-3.422,-14.281,-2.218,True
ET_02,other,13.540000000000001,0.11759,0.13224,0.89466,-12.324,-12.218,-5.82,True
ET_02,other,13.55,0.05594,0.1621,0.86384,-19.271,-7.466,-8.502,True
ET_02,other,13.56,0.05232,0.2042,0.88596,-19.695,-1.004,-9.645,True
ET_02,other,13.57,0.04929,0.28055,0.87807,-16.288,7.406,-8.118,True
ET_02,other,13.58,0.10832,0.3121,0.89143,-9.555,12.247,-4.457,True
ET_02,other,13.59,0.18177,0.29861,0.93677,-1.546,12.894,1.139,True
ET_02,other,13.6,0.25856,0.32241,0.96392,8.828,13.799,4.88,True
ET_02,other,13.61,0.29698,0.26452,0.95045,15.846,8.144,9.007,True
ET_02,other,13.620000000000001,0.35904,0.25293,0.97141,18.475,1.712,10.322,True
ET_02,other,13.63,0.33366,0.18673,0.97722,18.923,-5.33,10.796,True
ET_02,other,13.64,0.31159,0.14523,0.95253,11.745,-10.972,5.303,True
ET_02,other,13.65,0.20937,0.10574,0.94026,4.946,-15.614,3.693,True
ET_02,other,13.66,0.15452,0.11152,0.89857,-5.785,-13.381,-3.762,True
ET_02,other,13.67,0.07187,0.15378,0.89928,-14.66,-10.809,-6.31,True
ET_02,other,13.68,0.03807,0.21112,0.88459,-17.012,-4.177,-7.389,True
ET_02,other,13.69,0.05998,0.23061,0.86264,-19.681,2.831,-10.141,True
ET_02,other,13.700000000000001,0.07331,0.28861,0.88069,-15.613,10.92,-7.514,True
ET_02,other,13.71,0.1284,0.32272,0.90159,-7.123,14.075,-4.192,True
ET_02,other,13.72,0.1844,0.31181,0.94582,1.244,13.234,0.713,True
ET_02,other,13.73,0.25507,0.30621,0.95088,11.655,11.874,4.924,True
ET_02,other,13.74,0.31428,0.27013,0.96751,17.019,7.592,9.417,True
ET_02,other,13.75,0.30033,0.19553,1.00362,18.307,0.175,10.253,True
ET_02,other,13.76,0.31836,0.1298,0.98334,18.961,-6.045,8.415,True
ET_02,other,13.77,0.26685,0.13541,0.95639,11.637,-12.998,5.778,True
ET_02,other,13.780000000000001,0.2121,0.12422,0.92842,2.367,-13.882,0.679,True
ET_02,other,13.790000000000001,0.114,0.11129,0.90173,-8.641,-14.073,-4.948,True
ET_02,other,13.8,0.07374,0.14903,0.86607,-16.536,-8.083,-8.402,True
ET_02,other,13.81,0.04188,0.1938,0.90314,-19.371,-1.596,-10.02,True
ET_02,other,13.82,0.0538,0.24739,0.89943,-18.591,3.759,-8.998,True
ET_02,other,13.83,0.0752,0.30198,0.88529,-13.026,10.083,-7.489,True
ET_02,other,13.84,0.16207,0.32002,0.91247,-4.718,14.485,-3.082,True
ET_02,other,13.85,0.21677,0.33101,0.93511,4.756,13.387,1.96,True
ET_02,other,13.86,0.27192,0.27573,0.95465,13.586,12.035,6.589,True
ET_02,other,13.870000000000001,0.30326,0.24169,0.98929,19.282,4.618,9.666,True
ET_02,other,13.88,0.31033,0.20977,0.97962,18.838,-2.668,10.385,True
ET_02,other,13.89,0.29761,0.15127,0.98467,15.894,-8.785,8.792,True
ET_02,other,13.9,0.23121,0.12044,0.94578,8.042,-12.727,4.245,True
ET_02,other,13.91,0.16318,0.11062,0.9407,-2.047,-12.994,-1.225,True
ET_02,other,13.92,0.10245,0.11398,0.90289,-10.286,-13.054,-5.006,True
ET_02,other,13.93,0.04427,0.17519,0.86554,-19.777,-6.599,-9.786,True
ET_02,other,13.94,0.01639,0.22814,0.84984,-20.559,-0.723,-9.54,True
ET_02,other,13.950000000000001,0.06295,0.24807,0.87772,-18.221,7.455,-7.343,True
ET_02,other,13.96,0.08878,0.30282,0.90274,-9.504,11.923,-6.221,True
ET_02,other,13.97,0.17376,0.30666,0.93205,-0.826,15.11,-2.039,True
ET_02,other,13.98,0.23194,0.32257,0.92006,7.356,13.853,4.256,True
ET_02,other,13.99,0.29063,0.30441,0.9754,14.944,10.67,7.387,True
ET_02,other,14.0,0.32445,0.23305,0.9715,19.995,3.258,8.155,True
ET_02,other,14.01,0.33382,0.19643,0.98463,19.367,-4.045,10.268,True
ET_02,other,14.02,0.29373,0.1229,0.96746,15.187,-9.828,7.016,True
ET_02,other,14.030000000000001,0.17966,0.12398,0.9394,4.744,-14.666,2.675,True
ET_02,other,14.040000000000001,0.15711,0.12948,0.89814,-4.379,-14.379,-0.613,True
ET_02,other,14.05,0.10755,0.14513,0.91076,-13.9,-11.907,-6.795,True
ET_02,other,14.06,0.03188,0.1679,0.89938,-17.909,-4.328,-10.415,True
ET_02,other,14.07,0.00801,0.20755,0.88501,-19.833,2.825,-9.202,True
ET_02,other,14.08,0.07269,0.24211,0.87961,-16.688,8.92,-8.536,True
ET_02,other,14.09,0.11233,0.31879,0.89411,-8.196,14.093,-4.688,True
ET_02,other,14.1,0.19421,0.33731,0.92292,1.233,15.166,-0.784,True
ET_02,other,14.11,0.25819,0.28742,0.95325,11.127,10.688,6.056,True
ET_02,other,14.120000000000001,0.28886,0.25661,1.01376,17.582,7.524,8.055,True
ET_02,other,14.13,0.29173,0.20742,0.99671,20.809,0.802,12.186,True
ET_02,other,14.14,0.30894,0.1468,0.98388,18.221,-8.051,9.57,True
ET_02,other,14.15,0.28957,0.10883,0.98479,12.686,-11.074,6.463,True
ET_02,other,14.16,0.19581,0.07158,0.92848,2.612,-14.629,1.29,True
ET_02,other,14.17,0.08548,0.09644,0.89937,-7.202,-13.868,-3.224,True
ET_02,other,14.18,0.04645,0.14034,0.87625,-15.208,-10.199,-8.287,True
ET_02,other,14.19,0.04643,0.18386,0.89357,-21.221,-3.143,-12.05,True
ET_02,other,14.200000000000001,0.02757,0.23154,0.87309,-20.614,5.224,-10.773,True
ET_02,other,14.21,0.04924,0.30147,0.92204,-15.368,11.762,-7.255,True
ET_02,other,14.22,0.1381,0.33441,0.91814,-6.296,15.049,-3.982,True
ET_02,other,14.23,0.23418,0.31018,0.96387,3.33,15.809,1.708,True
ET_02,other,14.24,0.26978,0.30405,0.95944,12.345,12.032,5.356,True
ET_02,other,14.25,0.31377,0.23735,0.97724,20.308,5.08,9.098,True
ET_02,other,14.26,0.29188,0.19699,0.99703,21.1,-1.042,10.694,True
ET_02,other,14.27,0.30526,0.1525,0.97582,17.993,-8.922,8.609,True
ET_02,other,14.280000000000001,0.24928,0.11235,0.94662,9.217,-13.713,5.366,True
ET_02,other,14.290000000000001,0.16704,0.09295,0.93966,-1.273,-15.514,-0.932,True
ET_02,other,14.3,0.09034,0.14121,0.9077,-10.921,-13.666,-5.015,True
ET_02,other,14.31,0.04911,0.1476,0.88294,-17.868,-7.765,-9.338,True
ET_02,other,14.32,0.00047,0.21815,0.90217,-21.741,-0.53,-10.958,True
ET_02,other,14.33,0.02667,0.239,0.87291,-21.359,6.207,-9.969,True
ET_02,other,14.34,0.08157,0.31146,0.88144,-12.862,12.648,-6.3,True
ET_02,other,14.35,0.15386,0.32591,0.94537,-2.501,14.559,-1.482,True
ET_02,other,14.36,0.23268,0.33004,0.99893,8.642,14.16,2.569,True
ET_02,other,14.370000000000001,0.30536,0.27656,0.99386,17.125,10.628,8.623,True
ET_02,other,14.38,0.33045,0.23091,0.99726,20.842,4.503,10.051,True
ET_02,other,14.39,0.29521,0.1963,0.99579,20.002,-4.445,10.004,True
ET_02,other,14.4,0.31818,0.09417,0.99319,14.187,-10.198,7.914,True
ET_02,other,14.41,0.21666,0.07985,0.95527,6.635,-16.074,3.274,True
ET_02,other,14.42,0.13426,0.08239,0.95625,-4.127,-17.197,-3.294,True
ET_02,other,14.43,0.08183,0.13008,0.89529,-13.095,-11.933,-7.947,True
ET_02,other,14.44,0.01733,0.14867,0.89614,-20.04,-5.689,-9.862,True
ET_02,other,14.450000000000001,0.0148,0.24733,0.90472,-21.454,1.742,-10.034,True
ET_02,other,14.46,0.02179,0.26546,0.85835,-18.903,9.954,-9.149,True
ET_02,other,14.47,0.08885,0.31104,0.91841,-9.665,11.925,-6.657,True
ET_02,other,14.48,0.14983,0.34333,0.93775,-0.553,16.921,-0.416,True
ET_02,other,14.49,0.22573,0.30259,0.96666,11.015,14.207,3.421,True
ET_02,other,14.5,0.30468,0.30162,1.01695,18.98,10.672,9.106,True
ET_02,other,14.51,0.33712,0.20102,1.00655,24.245,1.98,11.073,True
ET_02,other,14.52,0.33051,0.17214,1.01969,20.859,-6.078,11.517,True
ET_02,other,14.530000000000001,0.25564,0.08001,0.97884,14.778,-12.94,6.889,True
ET_02,other,14.540000000000001,0.1811,0.08809,0.93611,4.853,-14.909,1.837,True
ET_02,other,14.55,0.09352,0.08902,0.939,-6.624,-16.022,-3.933,True
ET_02,other,14.56,0.0523,0.11445,0.89317,-16.818,-11.932,-6.76,True
ET_02,other,14.57,-0.00976,0.14937,0.87019,-22.991,-5.887,-12.719,True
ET_02,other,14.58,0.01422,0.24614,0.90661,-22.984,4.322,-10.701,True
ET_02,other,14.59,0.04285,0.2903,0.89196,-16.67,11.51,-8.823,True
ET_02,other,14.6,0.09581,0.34032,0.90771,-8.449,14.148,-4.274,True
ET_02,other,14.61,0.19924,0.32562,0.96664,1.949,17.079,3.154,True
ET_02,other,14.620000000000001,0.24537,0.29242,0.98358,15.322,13.346,7.778,True
ET_02,other,14.63,0.32427,0.26224,1.02337,21.751,7.502,11.775,True
ET_02,other,14.64,0.3452,0.19708,1.01876,22.191,-1.596,11.669,True
ET_02,other,14.65,0.28902,0.14684,1.00431,19.81,-8.388,11.009,True
ET_02,other,14.66,0.23395,0.10567,0.96094,11.759,-14.176,7.292,True
ET_02,other,14.67,0.16851,0.11302,0.91983,0.174,-18.099,0.036,True
ET_02,other,14.68,0.06711,0.11879,0.92528,-11.251,-15.897,-6.22,True
ET_02,other,14.69,0.00899,0.12686,0.89403,-19.735,-8.461,-8.523,True
ET_02,other,14.700000000000001,0.00023,0.16597,0.88989,-24.611,-1.573,-11.737,True
ET_02,other,14.71,-0.00421,0.24035,0.86841,-21.949,7.374,-12.13,True
ET_02,other,14.72,0.05806,0.31246,0.90763,-16.624,13.215,-6.996,True
ET_02,other,14.73,0.15844,0.36236,0.92986,-5.915,18.026,-3.597,True
ET_02,other,14.74,0.22089,0.32826,0.97885,7.746,17.656,2.712,True
ET_02,other,14.75,0.27838,0.32066,0.99432,17.11,12.932,8.782,True
ET_02,other,14.76,0.3566,0.23223,1.01156,22.44,5.035,10.286,True
ET_02,other,14.77,0.29722,0.17756,1.03237,25.047,-3.542,12.204,True
ET_02,other,14.780000000000001,0.27607,0.1194,0.97492,19.686,-11.905,8.788,True
ET_02,other,14.790000000000001,0.21365,0.06372,0.98546,9.09,-16.616,3.517,True
ET_02,other,14.8,0.14545,0.05956,0.95428,-2.466,-18.465,-1.765,True
ET_02,other,14.81,0.04849,0.07755,0.89561,-14.006,-14.606,-7.606,True
ET_02,other,14.82,-0.01421,0.14962,0.87269,-21.457,-8.852,-11.837,True
ET_02,other,14.83,-0.00363,0.20635,0.86944,-25.78,1.069,-13.141,True
ET_02,other,14.84,-0.00345,0.26949,0.89497,-22.099,8.185,-10.379,True
ET_02,other,14.85,0.0779,0.3216,0.92917,-12.924,15.53,-6.774,True
ET_02,other,14.86,0.15407,0.32312,0.94819,0.256,18.703,-1.984,True
ET_02,other,14.870000000000001,0.22129,0.32187,0.9897,11.137,16.631,6.111,True
ET_02,other,14.88,0.28966,0.29809,0.98964,20.446,10.659,11.037,True
ET_02,other,14.89,0.34007,0.22926,1.01276,24.625,3.18,12.132,True
ET_02,other,14.9,0.31795,0.16586,1.024,23.843,-6.795,12.338,True
ET_02,other,14.91,0.30417,0.07848,0.96359,16.971,-13.024,9.468,True
ET_02,other,14.92,0.20438,0.07947,0.96434,6.099,-18.22,2.648,True
ET_02,other,14.93,0.1123,0.08638,0.92937,-6.495,-18.512,-2.45,True
ET_02,other,14.94,-0.00558,0.12879,0.89094,-17.925,-13.333,-9.107,True
ET_02,other,14.950000000000001,-0.01092,0.15436,0.86623,-24.501,-6.04,-13.382,True
ET_02,other,14.96,-0.03154,0.23767,0.90346,-25.192,2.317,-12.079,True
ET_02,other,14.97,-0.01288,0.28407,0.8927,-20.169,11.567,-10.467,True
ET_02,other,14.98,0.08972,0.31136,0.9209,-9.339,17.023,-4.233,True
ET_02,other,14.99,0.17036,0.33979,0.94455,3.014,18.704,2.774,True
ET_02,other,15.0,0.23924,0.3074,0.97338,14.49,15.476,5.601,True
ET_02,other,15.01,0.3101,0.25526,1.01313,22.759,8.736,11.903,True
ET_02,other,15.02,0.35992,0.2022,1.01328,26.689,0.536,13.918,True
ET_02,other,15.030000000000001,0.3361,0.14842,0.97991,23.559,-8.428,11.026,True
ET_02,other,15.040000000000001,0.2279,0.07431,0.97475,14.168,-16.684,8.288,True
ET_02,other,15.05,0.16242,0.0593,0.95963,3.202,-19.453,1.493,True
ET_02,other,15.06,0.05332,0.07119,0.933,-10.7,-18.003,-6.954,True
ET_02,other,15.07,-0.01632,0.13909,0.89444,-20.544,-11.764,-11.917,True
ET_02,other,15.08,-0.06983,0.16637,0.87774,-26.36,-4.652,-12.418,True
ET_02,other,15.09,-0.05829,0.22797,0.8815,-26.026,6.048,-13.391,True
ET_02,other,15.1,-0.00327,0.29416,0.88647,-18.018,15.044,-9.717,True
ET_02,other,15.11,0.10278,0.3317,0.9647,-7.006,20.025,-2.94,True
ET_02,other,15.120000000000001,0.19433,0.3694,0.96511,5.139,20.043,3.9,True
ET_02,other,15.13,0.28868,0.30973,0.9999,18.881,14.942,9.287,True
ET_02,other,15.14,0.31785,0.24342,1.02061,27.221,7.37,14.339,True
ET_02,other,15.15,0.34315,0.19112,1.00742,26.19,-3.49,12.856,True
ET_02,other,15.16,0.31972,0.09576,1.00515,21.381,-12.428,11.45,True
ET_02,other,15.17,0.19272,0.07559,0.99337,10.011,-18.631,6.645,True
ET_02,other,15.18,0.1335,0.04444,0.93437,-1.585,-19.433,-2.022,True
ET_02,other,15.19,0.03706,0.06487,0.88544,-14.597,-16.978,-7.259,True
ET_02,other,15.200000000000001,-0.05367,0.12327,0.89893,-24.461,-10.141,-12.241,True
ET_02,other,15.21,-0.05964,0.19114,0.88219,-28.819,-0.12,-14.326,True
ET_02,other,15.22,-0.0519,0.26024,0.88156,-25.569,9.03,-11.59,True
ET_02,other,15.23,0.0075,0.31465,0.9125,-15.456,17.525,-8.317,True
ET_02,other,15.24,0.1115,0.34558,0.9449,-3.609,19.243,-2.978,True
ET_02,other,15.25,0.23417,0.3613,0.98158,12.324,20.616,4.786,True
ET_02,other,15.26,0.28502,0.31288,1.03692,21.769,12.752,11.602,True
ET_02,other,15.27,0.33223,0.21894,1.02893,28.369,2.983,14.492,True
ET_02,other,15.280000000000001,0.31823,0.15145,1.02053,28.782,-5.696,12.638,True
ET_02,other,15.290000000000001,0.25748,0.09318,1.0287,19.264,-15.835,10.394,True
ET_02,other,15.3,0.18073,0.0531,1.00088,7.668,-20.502,3.251,True
ET_02,other,15.31,0.11808,0.06979,0.9273,-6.375,-19.671,-3.022,True
ET_02,other,15.32,-0.02391,0.08892,0.88897,-19.205,-15.839,-9.826,True
ET_02,other,15.33,-0.08237,0.16342,0.90167,-27.256,-8.486,-13.061,True
ET_02,other,15.34,-0.06229,0.21738,0.88689,-28.589,2.64,-13.715,True
ET_02,other,15.35,-0.04555,0.28935,0.89131,-23.893,13.805,-12.62,True
ET_02,other,15.36,0.05854,0.37607,0.92649,-11.183,19.432,-6.9,True
ET_02,other,15.370000000000001,0.13762,0.35049,0.93858,3.621,20.856,1.116,True
ET_02,other,15.38,0.25041,0.33156,0.98283,14.036,19.086,8.547,True
ET_02,other,15.39,0.33315,0.2889,0.98778,25.875,10.672,11.31,True
ET_02,other,15.4,0.35767,0.20173,1.0405,28.328,2.098,15.156,True
ET_02,other,15.41,0.31249,0.13436,1.00625,25.404,-9.496,14.839,True
ET_02,other,15.42,0.2756,0.06154,1.00209,17.854,-18.933,7.669,True
ET_02,other,15.43,0.15367,0.02127,0.9962,5.208,-21.766,1.011,True
ET_02,other,15.44,0.07805,0.04208,0.92318,-12.049,-21.122,-4.294,True
ET_02,other,15.450000000000001,-0.03999,0.07797,0.9079,-23.963,-13.206,-10.657,True
ET_02,other,15.46,-0.06161,0.18637,0.86085,-30.196,-4.269,-15.965,True
ET_02,other,15.47,-0.07204,0.24125,0.87998,-30.017,7.096,-14.625,True
ET_02,other,15.48,-0.02443,0.29564,0.92777,-22.328,15.364,-10.535,True
ET_02,other,15.49,0.08924,0.35604,0.94089,-9.076,23.105,-4.501,True
ET_02,other,15.5,0.17619,0.34566,0.964,7.988,21.923,2.739,True
ET_02,other,15.51,0.28513,0.32821,1.0031,19.779,17.87,9.069,True
ET_02,other,15.52,0.3333,0.26406,1.0401,29.808,10.185,14.572,True
ET_02,other,15.530000000000001,0.37784,0.18556,1.04414,30.811,-2.309,14.356,True
ET_02,other,15.540000000000001,0.3371,0.10605,1.01282,25.629,-12.088,12.647,True
ET_02,other,15.55,0.22626,0.04614,0.99999,13.155,-20.413,6.793,True
ET_02,other,15.56,0.10773,0.03011,0.96839,-0.515,-22.889,1.129,True
ET_02,other,15.57,0.00742,0.04518,0.90922,-15.24,-20.941,-8.554,True
ET_02,other,15.58,-0.05176,0.10281,0.90226,-25.716,-11.069,-12.348,True
ET_02,other,15.59,-0.12317,0.1843,0.88486,-30.269,-0.992,-16.681,True
ET_02,other,15.6,-0.09338,0.23471,0.89704,-29.814,10.487,-11.595,True
ET_02,other,15.610000000000001,0.0014,0.30876,0.91825,-18.857,18.374,-10.694,True
ET_02,other,15.620000000000001,0.08385,0.37628,0.95845,-5.128,22.013,-2.608,True
ET_02,other,15.63,0.21003,0.3518,0.99241,9.748,21.631,5.725,True
ET_02,other,15.64,0.3133,0.27212,1.02302,24.948,15.217,12.098,True
ET_02,other,15.65,0.3503,0.23364,1.04872,32.212,6.155,15.805,True
ET_02,other,15.66,0.35578,0.13611,1.05029,30.258,-6.655,15.896,True
ET_02,other,15.67,0.27593,0.05859,1.00391,23.96,-16.159,9.678,True
ET_02,other,15.68,0.17963,0.04071,0.98552,9.253,-20.993,6.5,True
ET_02,other,15.69,0.12632,0.01653,0.95802,-5.603,-22.829,-1.391,True
ET_02,other,15.700000000000001,-0.00347,0.07413,0.926,-19.398,-19.423,-9.722,True
ET_02,other,15.71,-0.09149,0.15853,0.87807,-29.415,-9.322,-15.02,True
ET_02,other,15.72,-0.1086,0.2181,0.90019,-31.089,1.658,-15.18,True
ET_02,other,15.73,-0.0621,0.32249,0.87911,-26.032,12.212,-14.632,True
ET_02,other,15.74,0.01936,0.33121,0.92481,-15.5,21.668,-7.49,True
ET_02,other,15.75,0.14552,0.33303,0.99802,-0.15,22.064,-0.339,True
ET_02,other,15.76,0.25691,0.31144,1.00611,15.296,19.243,7.983,True
ET_02,other,15.77,0.3245,0.27769,1.02196,26.941,11.771,14.492,True
ET_02,other,15.780000000000001,0.32483,0.21116,1.0442,32.177,1.431,14.949,True
ET_02,other,15.790000000000001,0.34226,0.12704,1.04151,29.586,-9.457,15.151,True
ET_02,other,15.8,0.28495,0.03914,1.00521,19.491,-19.033,11.258,True
ET_02,other,15.81,0.16569,0.03883,0.96021,5.206,-24.054,3.051,True
ET_02,other,15.82,0.0536,0.02501,0.90712,-10.233,-23.181,-5.941,True
ET_02,other,15.83,-0.05363,0.05282,0.90712,-24.133,-16.038,-11.893,True
ET_02,other,15.84,-0.09265,0.15936,0.88589,-32.166,-6.745,-16.339,True
ET_02,other,15.85,-0.11838,0.23239,0.86588,-30.849,6.063,-16.339,True
ET_02,other,15.860000000000001,-0.07514,0.28699,0.877,-23.038,16.669,-11.654,True
ET_02,other,15.870000000000001,0.03451,0.38066,0.92253,-10.569,24.021,-5.938,True
ET_02,other,15.88,0.156,0.37105,0.99781,4.889,23.687,3.615,True
ET_02,other,15.89,0.28041,0.35185,1.01783,18.092,18.474,9.96,True
ET_02,other,15.9,0.341,0.25968,1.04193,28.284,10.861,14.162,True
ET_02,other,15.91,0.35486,0.17066,1.0465,33.462,0.436,15.557,True
ET_02,other,15.92,0.32383,0.11617,1.06614,27.189,-13.204,14.45,True
ET_02,other,15.93,0.2474,0.04596,1.01061,15.002,-21.701,8.388,True
ET_02,other,15.94,0.14357,-0.00817,0.99701,-0.318,-22.361,-0.46,True
ET_02,other,15.950000000000001,0.02749,0.03564,0.90297,-13.603,-19.644,-8.578,True
ET_02,other,15.96,-0.0802,0.04655,0.90076,-25.835,-12.747,-12.457,True
ET_02,other,15.97,-0.12669,0.16347,0.88109,-32.453,-2.515,-16.652,True
ET_02,other,15.98,-0.10443,0.28071,0.89209,-29.645,8.131,-14.619,True
ET_02,other,15.99,-0.0552,0.30047,0.92058,-21.984,18.583,-9.98,True
